head	relation	tail 
135198	has_director	l
135198	has_director	l
135216	has_genre	Adult
135216	has_genre	Comedy
135216	has_genre	Sci-Fi
135216	has_rating	6.7
135216	has_director	Scotty Fox
135288	has_genre	Adult
135288	has_rating	null
135288	has_director	Milton Ingley
135436	has_genre	Drama
135436	has_rating	5.5
135436	has_director	Viktor Sergeev
135456	has_genre	Comedy
135456	has_genre	Short
135456	has_rating	null
135456	has_director	Harry Edwards
135518	has_genre	Western
135518	has_rating	null
135518	has_director	Tom Buckingham
135532	has_genre	Comedy
135532	has_genre	Musical
135532	has_genre	Short
135532	has_rating	null
135532	has_director	n
135532	has_director	u
135532	has_director	l
135532	has_director	l
135534	has_genre	Crime
135534	has_genre	Drama
135534	has_rating	7.2
135534	has_director	Nikos Koundouros
135536	has_genre	Drama
135536	has_rating	null
135536	has_director	Mavrikios Novak
135567	has_genre	Drama
135567	has_rating	5.5
135567	has_director	Valeri Rubinchik
135569	has_genre	Adult
135569	has_rating	null
135569	has_director	n
135569	has_director	u
135569	has_director	l
135569	has_director	l
135777	has_genre	Drama
135777	has_rating	null
135777	has_director	Giorgos Papakostas
135787	has_genre	Documentary
135787	has_genre	Short
135787	has_rating	null
135787	has_director	Luis Suárez de Lezo
135803	has_genre	Animation
135803	has_genre	Short
135803	has_rating	null
135803	has_director	Francisco Macián
135815	has_genre	Comedy
135815	has_genre	Romance
135815	has_rating	null
135815	has_director	n
135815	has_director	u
135815	has_director	l
135815	has_director	l
135861	has_genre	Drama
135861	has_genre	War
135861	has_rating	5.3
135861	has_director	Dimis Dadiras
135885	has_genre	Adult
135885	has_rating	null
135885	has_director	Eathen Marcs
135887	has_genre	Adult
135887	has_rating	null
135887	has_director	n
135887	has_director	u
135887	has_director	l
135887	has_director	l
135937	has_genre	Adult
135937	has_rating	null
135937	has_director	Walter Molitor
136012	has_genre	Adult
136012	has_rating	6.9
136012	has_director	David Michel
136016	has_genre	Adult
136016	has_rating	null
136016	has_director	Anthony Spinelli
136018	has_genre	Adult
136018	has_rating	7.6
136018	has_director	Ron Jeremy
136020	has_genre	Adult
136020	has_rating	null
136020	has_director	Jim Powers
136024	has_genre	Adult
136024	has_rating	6.9
136024	has_director	Toby Ross
136297	has_genre	Animation
136297	has_genre	Short
136297	has_genre	Comedy
136297	has_rating	null
136297	has_director	Dave Fleischer
136305	has_genre	Animation
136305	has_genre	Short
136305	has_rating	null
136305	has_director	Dave Fleischer
136341	has_genre	Animation
136341	has_genre	Short
136341	has_rating	null
136341	has_director	Dave Fleischer
136353	has_genre	Documentary
136353	has_rating	null
136353	has_director	Hans Andreas Guttner
136355	has_genre	Comedy
136355	has_rating	null
136355	has_director	Eino Ritari
136359	has_genre	Short
136359	has_genre	Drama
136359	has_rating	null
136359	has_director	Hans Werckmeister
136443	has_genre	Drama
136443	has_rating	null
136443	has_director	Andreas Katsimitsoulias
136445	has_genre	Drama
136445	has_rating	null
136445	has_director	Nikos Avrameas
136447	has_genre	n
136447	has_genre	u
136447	has_genre	l
136447	has_genre	l
136447	has_rating	7.2
136447	has_director	Greg Stump
136449	has_genre	Documentary
136449	has_genre	Short
136449	has_rating	null
136449	has_director	Manuel Hernández Sanjuán
136469	has_genre	Short
136469	has_rating	null
136469	has_director	Domingo Almendros
136471	has_genre	Comedy
136471	has_genre	Romance
136471	has_rating	6.3
136471	has_director	Dimis Dadiras
136503	has_genre	Documentary
136503	has_genre	Short
136503	has_rating	null
136503	has_director	Julián de la Flor
136511	has_genre	Drama
136511	has_rating	6.4
136511	has_director	Yannick Andréi
136540	has_genre	n
136540	has_genre	u
136540	has_genre	l
136540	has_genre	l
136540	has_rating	null
136540	has_director	n
136540	has_director	u
136540	has_director	l
136540	has_director	l
136556	has_genre	Drama
136556	has_rating	6.4
136556	has_director	Mario Martone
136562	has_genre	Short
136562	has_rating	7.9
136562	has_director	Gregory J. Markopoulos
136564	has_genre	Documentary
136564	has_genre	Short
136564	has_rating	null
136564	has_director	Javier Aguirre
136598	has_genre	Documentary
136598	has_genre	Short
136598	has_genre	Sport
136598	has_rating	null
136598	has_director	Luis Felipe Cabezas
136602	has_genre	Short
136602	has_rating	null
136602	has_director	Dan Pita
136654	has_genre	Drama
136654	has_rating	8.2
136654	has_director	n
136654	has_director	u
136654	has_director	l
136654	has_director	l
136664	has_genre	Game-Show
136664	has_rating	6.2
136664	has_director	n
136664	has_director	u
136664	has_director	l
136664	has_director	l
136666	has_genre	n
136666	has_genre	u
136666	has_genre	l
136666	has_genre	l
136666	has_rating	4.8
136666	has_director	Jim O'Malley
136778	has_genre	n
136778	has_genre	u
136778	has_genre	l
136778	has_genre	l
136778	has_rating	null
136778	has_director	Hartmut Jahn
136786	has_genre	n
136786	has_genre	u
136786	has_genre	l
136786	has_genre	l
136786	has_rating	null
136786	has_director	John Miller-Monzon
136800	has_genre	Adult
136800	has_rating	null
136800	has_director	Wild Bill
136816	has_genre	Adult
136816	has_rating	8.7
136816	has_director	Angel Kelly
136816	has_director	Ralph Parfait
136834	has_genre	Adult
136834	has_rating	6.7
136834	has_director	Jace Rocker
136838	has_genre	n
136838	has_genre	u
136838	has_genre	l
136838	has_genre	l
136838	has_rating	null
136838	has_director	n
136838	has_director	u
136838	has_director	l
136838	has_director	l
136840	has_genre	Adult
136840	has_rating	null
136840	has_director	Anthony Spinelli
136850	has_genre	Adult
136850	has_rating	5.6
136850	has_director	Roman Le Beau
136859	has_genre	Adult
136859	has_genre	Drama
136859	has_rating	6.5
136859	has_director	Anthony Spinelli
136864	has_genre	Adult
136864	has_rating	6.1
136864	has_director	Seymour Harris
136912	has_genre	Drama
136912	has_rating	5.3
136912	has_director	Marcel Blistène
136958	has_genre	Comedy
136958	has_rating	null
136958	has_director	Adrian Brunel
137218	has_genre	Short
137218	has_rating	null
137218	has_director	Susan Muska
137337	has_genre	Short
137337	has_rating	5.4
137337	has_director	Michael Dimich
137345	has_genre	Documentary
137345	has_genre	Short
137345	has_rating	null
137345	has_director	n
137345	has_director	u
137345	has_director	l
137345	has_director	l
137517	has_genre	Animation
137517	has_genre	Short
137517	has_rating	null
137517	has_director	José Cárdenas
137517	has_director	Cruz Novillo
137595	has_genre	Adult
137595	has_rating	6.2
137595	has_director	Jim Enright
137857	has_genre	Comedy
137857	has_rating	6.6
137857	has_director	Claude Boissol
137859	has_genre	Drama
137859	has_rating	5.8
137859	has_director	Sande N. Johnsen
137863	has_genre	Drama
137863	has_rating	8.2
137863	has_director	n
137863	has_director	u
137863	has_director	l
137863	has_director	l
138036	has_genre	Crime
138036	has_genre	Drama
138036	has_rating	null
138036	has_director	William Stagg
138186	has_genre	n
138186	has_genre	u
138186	has_genre	l
138186	has_genre	l
138186	has_rating	null
138186	has_director	Georg Jacoby
138204	has_genre	n
138204	has_genre	u
138204	has_genre	l
138204	has_genre	l
138204	has_rating	null
138204	has_director	n
138204	has_director	u
138204	has_director	l
138204	has_director	l
138208	has_genre	Family
138208	has_genre	Fantasy
138208	has_rating	7.3
138208	has_director	Francesco Stefani
138210	has_genre	Short
138210	has_genre	Comedy
138210	has_rating	null
138210	has_director	Alice de Andrade
138396	has_genre	Short
138396	has_rating	6.0
138396	has_director	Carlos Gerbase
138546	has_genre	n
138546	has_genre	u
138546	has_genre	l
138546	has_genre	l
138546	has_rating	5.8
138546	has_director	Ted Schillinger
138610	has_genre	Short
138610	has_genre	Action
138610	has_genre	Comedy
138610	has_genre	Horror
138610	has_rating	5.9
138610	has_director	Del Lord
138632	has_genre	Drama
138632	has_genre	Romance
138632	has_rating	5.3
138632	has_director	Matti Sokka
138702	has_genre	Comedy
138702	has_rating	6.5
138702	has_director	Pasquale Festa Campanile
138798	has_genre	Comedy
138798	has_rating	4.9
138798	has_director	Arnold L. Miller
138835	has_genre	Comedy
138835	has_genre	War
138835	has_rating	5.3
138835	has_director	Jirí Chlumský
138966	has_genre	Crime
138966	has_genre	Drama
138966	has_genre	Mystery
138966	has_rating	7.9
138966	has_director	n
138966	has_director	u
138966	has_director	l
138966	has_director	l
139052	has_genre	Crime
139052	has_genre	Drama
139052	has_rating	6.3
139052	has_director	Ash Baron-Cohen
139130	has_genre	Documentary
139130	has_genre	Short
139130	has_rating	null
139130	has_director	Pedro Lazaga
139157	has_genre	Drama
139157	has_genre	Musical
139157	has_genre	Romance
139157	has_rating	6.7
139157	has_director	C.V. Sridhar
139385	has_genre	Drama
139385	has_genre	Romance
139385	has_rating	7.6
139385	has_director	David Greenberg
139415	has_genre	Fantasy
139415	has_rating	null
139415	has_director	Nanabhai Bhatt
139511	has_genre	Documentary
139511	has_genre	Short
139511	has_rating	null
139511	has_director	n
139511	has_director	u
139511	has_director	l
139511	has_director	l
139640	has_genre	Drama
139640	has_genre	Musical
139640	has_genre	Mystery
139640	has_rating	4.0
139640	has_director	Oscar Micheaux
139642	has_genre	Short
139642	has_genre	Comedy
139642	has_rating	4.6
139642	has_director	n
139642	has_director	u
139642	has_director	l
139642	has_director	l
139644	has_genre	Short
139644	has_genre	Comedy
139644	has_rating	null
139644	has_director	James Read
139655	has_genre	Adventure
139655	has_genre	Comedy
139655	has_genre	Family
139655	has_rating	5.5
139655	has_director	J.B. Tanko
139717	has_genre	Drama
139717	has_rating	5.2
139717	has_director	Eino Ruutsalo
139747	has_genre	Drama
139747	has_rating	5.3
139747	has_director	Yrjö Norta
139855	has_genre	Short
139855	has_genre	Comedy
139855	has_rating	6.3
139855	has_director	Edwin S. Porter
139857	has_genre	Drama
139857	has_rating	6.6
139857	has_director	Wilson Barros
139859	has_genre	Action
139859	has_genre	Drama
139859	has_rating	7.7
139859	has_director	Suresh Krishna
139915	has_genre	n
139915	has_genre	u
139915	has_genre	l
139915	has_genre	l
139915	has_rating	null
139915	has_director	Giuseppe Fina
139994	has_genre	Comedy
139994	has_genre	Drama
139994	has_rating	6.5
139994	has_director	Reinhold Schünzel
140016	has_genre	Comedy
140016	has_rating	5.1
140016	has_director	Silvio de Abreu
140038	has_genre	Animation
140038	has_genre	Short
140038	has_rating	null
140038	has_director	Arthur Melbourne Cooper
140110	has_genre	Adult
140110	has_rating	5.7
140110	has_director	Tim Davies
140133	has_genre	Documentary
140133	has_rating	7.8
140133	has_director	István Homoki Nagy
140162	has_genre	Adult
140162	has_rating	null
140162	has_director	Ron Jeremy
140174	has_genre	Crime
140174	has_genre	Horror
140174	has_genre	Mystery
140174	has_rating	4.8
140174	has_director	Irvin Berwick
140237	has_genre	Adult
140237	has_rating	5.8
140237	has_director	Ron Jeremy
140247	has_genre	Adult
140247	has_genre	Comedy
140247	has_genre	Drama
140247	has_genre	Sci-Fi
140247	has_rating	5.7
140247	has_director	R.G. Benjamin
140265	has_genre	Adult
140265	has_rating	null
140265	has_director	n
140265	has_director	u
140265	has_director	l
140265	has_director	l
140267	has_genre	Comedy
140267	has_genre	Short
140267	has_rating	5.0
140267	has_director	Edwin S. Porter
140289	has_genre	n
140289	has_genre	u
140289	has_genre	l
140289	has_genre	l
140289	has_rating	null
140289	has_director	Giuseppe Fina
140301	has_genre	Drama
140301	has_rating	5.7
140301	has_director	Hermann Kugelstadt
140359	has_genre	Drama
140359	has_rating	null
140359	has_director	Harry Hasso
140359	has_director	Signe Hasso
140481	has_genre	Adult
140481	has_rating	null
140481	has_director	Max Hardcore
140481	has_director	Jim Powers
140523	has_genre	n
140523	has_genre	u
140523	has_genre	l
140523	has_genre	l
140523	has_rating	null
140523	has_director	n
140523	has_director	u
140523	has_director	l
140523	has_director	l
140525	has_genre	Romance
140525	has_rating	5.2
140525	has_director	Radim Spacek
140541	has_genre	n
140541	has_genre	u
140541	has_genre	l
140541	has_genre	l
140541	has_rating	null
140541	has_director	Giuseppe Fina
140561	has_genre	n
140561	has_genre	u
140561	has_genre	l
140561	has_genre	l
140561	has_rating	null
140561	has_director	Rolf Hansen
140627	has_genre	Comedy
140627	has_rating	6.4
140627	has_director	Louis C.K.
140711	has_genre	Comedy
140711	has_rating	3.9
140711	has_director	Joe Stöckel
140715	has_genre	Drama
140715	has_genre	Western
140715	has_genre	Adventure
140715	has_genre	Comedy
140715	has_rating	5.7
140715	has_director	Ramón Peón
140725	has_genre	n
140725	has_genre	u
140725	has_genre	l
140725	has_genre	l
140725	has_rating	null
140725	has_director	n
140725	has_director	u
140725	has_director	l
140725	has_director	l
140737	has_genre	Adventure
140737	has_genre	Crime
140737	has_genre	Family
140737	has_rating	5.6
140737	has_director	n
140737	has_director	u
140737	has_director	l
140737	has_director	l
140816	has_genre	Drama
140816	has_rating	5.8
140816	has_director	Denny Lawrence
140850	has_genre	Documentary
140850	has_genre	Short
140850	has_rating	null
140850	has_director	Mário Pires
140852	has_genre	Short
140852	has_rating	null
140852	has_director	António de Macedo
140928	has_genre	Documentary
140928	has_genre	Short
140928	has_rating	null
140928	has_director	Mário Pires
140956	has_genre	Documentary
140956	has_rating	null
140956	has_director	Linda Bringel
140956	has_director	João Roque
141004	has_genre	Animation
141004	has_genre	Short
141004	has_rating	5.1
141004	has_director	Otto Messmer
141131	has_genre	n
141131	has_genre	u
141131	has_genre	l
141131	has_genre	l
141131	has_rating	null
141131	has_director	Jan Hendriks
141400	has_genre	Adult
141400	has_rating	null
141400	has_director	n
141400	has_director	u
141400	has_director	l
141400	has_director	l
141408	has_genre	Adult
141408	has_rating	null
141408	has_director	n
141408	has_director	u
141408	has_director	l
141408	has_director	l
141422	has_genre	Adult
141422	has_genre	Comedy
141422	has_rating	null
141422	has_director	John Drake
141513	has_genre	Adult
141513	has_rating	null
141513	has_director	n
141513	has_director	u
141513	has_director	l
141513	has_director	l
141544	has_genre	Drama
141544	has_rating	6.0
141544	has_director	Barna Kabay
141646	has_genre	Drama
141646	has_rating	7.8
141646	has_director	Mária Sós
141668	has_genre	Drama
141668	has_genre	Mystery
141668	has_genre	Romance
141668	has_rating	5.8
141668	has_director	Antonio F. Simón
141688	has_genre	Animation
141688	has_genre	Short
141688	has_genre	Family
141688	has_genre	Music
141688	has_rating	null
141688	has_director	Dave Fleischer
141718	has_genre	n
141718	has_genre	u
141718	has_genre	l
141718	has_genre	l
141718	has_rating	null
141718	has_director	Dick Tuinder
141749	has_genre	Comedy
141749	has_rating	null
141749	has_director	Chris Spinelli
141799	has_genre	Family
141799	has_genre	Musical
141799	has_rating	7.5
141799	has_director	Jacques Payette
141810	has_genre	Documentary
141810	has_genre	Short
141810	has_rating	null
141810	has_director	Márta Mészáros
141816	has_genre	Comedy
141816	has_genre	Crime
141816	has_genre	Drama
141816	has_rating	7.1
141816	has_director	n
141816	has_director	u
141816	has_director	l
141816	has_director	l
141818	has_genre	Drama
141818	has_rating	7.8
141818	has_director	Timotei Ursu
141820	has_genre	Crime
141820	has_rating	4.9
141820	has_director	Erich Engels
141830	has_genre	Adventure
141830	has_genre	Family
141830	has_rating	7.9
141830	has_director	Aleksandr Mitta
141836	has_genre	Animation
141836	has_genre	Short
141836	has_genre	Comedy
141836	has_rating	5.9
141836	has_director	Otto Messmer
141844	has_genre	Comedy
141844	has_rating	6.4
141844	has_director	Serban Creanga
141846	has_genre	Short
141846	has_rating	7.2
141846	has_director	Tex Avery
141846	has_director	Robert Carlisle
141846	has_director	Jerry Fairbanks
141866	has_genre	Animation
141866	has_genre	Short
141866	has_rating	4.1
141866	has_director	Dave Fleischer
141890	has_genre	Comedy
141890	has_genre	Drama
141890	has_rating	7.5
141890	has_director	Mihai Constantinescu
141928	has_genre	Documentary
141928	has_genre	Short
141928	has_rating	null
141928	has_director	Jorge Cabral
141994	has_genre	Action
141994	has_genre	Drama
141994	has_genre	Western
141994	has_rating	6.1
141994	has_director	Harry S. Webb
142020	has_genre	Short
142020	has_rating	null
142020	has_director	Pedro Costa
142056	has_genre	Comedy
142056	has_rating	8.0
142056	has_director	n
142056	has_director	u
142056	has_director	l
142056	has_director	l
142074	has_genre	Drama
142074	has_genre	Horror
142074	has_genre	Sci-Fi
142074	has_rating	6.4
142074	has_director	Dean Alioto
142115	has_genre	Animation
142115	has_genre	Short
142115	has_rating	null
142115	has_director	Walter Lantz
142196	has_genre	Animation
142196	has_genre	Short
142196	has_rating	4.4
142196	has_director	Walter Lantz
142196	has_director	William Nolan
142222	has_genre	n
142222	has_genre	u
142222	has_genre	l
142222	has_genre	l
142222	has_rating	null
142222	has_director	Wallace Worsley
142366	has_genre	Documentary
142366	has_genre	Comedy
142366	has_rating	8.3
142366	has_director	Susan F. Walker
142372	has_genre	Short
142372	has_genre	Comedy
142372	has_genre	Sport
142372	has_rating	null
142372	has_director	Charles Lamont
142420	has_genre	Animation
142420	has_genre	Short
142420	has_rating	5.3
142420	has_director	Walter Lantz
142420	has_director	William Nolan
142422	has_genre	n
142422	has_genre	u
142422	has_genre	l
142422	has_genre	l
142422	has_rating	5.8
142422	has_director	Erkki Perkiömäki
142424	has_genre	Short
142424	has_rating	6.0
142424	has_director	Eino Ruutsalo
142444	has_genre	Adult
142444	has_rating	6.4
142444	has_director	Richard Eagle
142448	has_genre	Adult
142448	has_rating	null
142448	has_director	Fred J. Lincoln
142456	has_genre	n
142456	has_genre	u
142456	has_genre	l
142456	has_genre	l
142456	has_rating	null
142456	has_director	Teruo Ishii
142488	has_genre	Adult
142488	has_rating	null
142488	has_director	n
142488	has_director	u
142488	has_director	l
142488	has_director	l
142507	has_genre	Adult
142507	has_rating	null
142507	has_director	Les Bobler
142509	has_genre	Adult
142509	has_rating	null
142509	has_director	n
142509	has_director	u
142509	has_director	l
142509	has_director	l
142536	has_genre	Adult
142536	has_rating	6.6
142536	has_director	Cecil Howard
142550	has_genre	Adult
142550	has_genre	Comedy
142550	has_rating	null
142550	has_director	Scotty Fox
142558	has_genre	Adult
142558	has_rating	null
142558	has_director	n
142558	has_director	u
142558	has_director	l
142558	has_director	l
142598	has_genre	Adult
142598	has_rating	7.0
142598	has_director	Ronald Hedge
142602	has_genre	Adult
142602	has_rating	null
142602	has_director	n
142602	has_director	u
142602	has_director	l
142602	has_director	l
142831	has_genre	Short
142831	has_rating	null
142831	has_director	Daniele Segre
142961	has_genre	Short
142961	has_rating	null
142961	has_director	José García
142997	has_genre	Animation
142997	has_genre	Sci-Fi
142997	has_rating	6.6
142997	has_director	n
142997	has_director	u
142997	has_director	l
142997	has_director	l
143001	has_genre	Documentary
143001	has_genre	History
143001	has_rating	7.3
143001	has_director	Jörn Donner
143001	has_director	Pirjo Honkasalo
143001	has_director	Pekka Lehto
143031	has_genre	Animation
143031	has_genre	Sci-Fi
143031	has_genre	Comedy
143031	has_rating	6.4
143031	has_director	n
143031	has_director	u
143031	has_director	l
143031	has_director	l
143245	has_genre	Drama
143245	has_rating	6.6
143245	has_director	Cheng-sheng Lin
143255	has_genre	n
143255	has_genre	u
143255	has_genre	l
143255	has_genre	l
143255	has_rating	null
143255	has_director	n
143255	has_director	u
143255	has_director	l
143255	has_director	l
143257	has_genre	Short
143257	has_rating	7.1
143257	has_director	Sammy Lee
143355	has_genre	n
143355	has_genre	u
143355	has_genre	l
143355	has_genre	l
143355	has_rating	2.8
143355	has_director	n
143355	has_director	u
143355	has_director	l
143355	has_director	l
143365	has_genre	Adult
143365	has_rating	null
143365	has_director	Derek Powers
143367	has_genre	Documentary
143367	has_genre	Music
143367	has_rating	7.6
143367	has_director	Robert Abel
143367	has_director	Sidney Levin
143385	has_genre	Adult
143385	has_rating	4.9
143385	has_director	Jim Travis
143410	has_genre	Adult
143410	has_rating	6.3
143410	has_director	Paul Thomas
143458	has_genre	Adult
143458	has_rating	null
143458	has_director	S.V. Hanna
143472	has_genre	Adult
143472	has_rating	7.0
143472	has_director	Nic Cramer
143511	has_genre	Adult
143511	has_rating	null
143511	has_director	Paul Norman
143525	has_genre	Adult
143525	has_rating	5.4
143525	has_director	Carlos Tobalina
143559	has_genre	Drama
143559	has_rating	null
143559	has_director	Kartick Chattopadhyay
143859	has_genre	Drama
143859	has_rating	null
143859	has_director	Marcel L'Herbier
143896	has_genre	Short
143896	has_genre	Drama
143896	has_rating	null
143896	has_director	William Humphrey
143896	has_director	Tefft Johnson
143969	has_genre	Comedy
143969	has_genre	Short
143969	has_rating	null
143969	has_director	Laurence Trimble
144210	has_genre	Drama
144210	has_rating	6.4
144210	has_director	Vlasta Lah
144222	has_genre	Short
144222	has_rating	null
144222	has_director	Albert DeMond
144262	has_genre	Adventure
144262	has_genre	Family
144262	has_rating	4.2
144262	has_director	Nick Marck
144352	has_genre	Adult
144352	has_rating	7.6
144352	has_director	John T. Bone
144478	has_genre	Adult
144478	has_rating	5.8
144478	has_director	Henning Schellerup
144522	has_genre	n
144522	has_genre	u
144522	has_genre	l
144522	has_genre	l
144522	has_rating	null
144522	has_director	n
144522	has_director	u
144522	has_director	l
144522	has_director	l
144606	has_genre	Comedy
144606	has_genre	Drama
144606	has_rating	6.9
144606	has_director	Uri Zohar
144620	has_genre	Drama
144620	has_genre	Mystery
144620	has_genre	Thriller
144620	has_rating	4.8
144620	has_director	W. Lee Wilder
144714	has_genre	Action
144714	has_genre	Adventure
144714	has_genre	Crime
144714	has_genre	Fantasy
144714	has_genre	Sci-Fi
144714	has_genre	Thriller
144714	has_rating	5.3
144714	has_director	n
144714	has_director	u
144714	has_director	l
144714	has_director	l
144716	has_genre	Documentary
144716	has_genre	Short
144716	has_genre	Music
144716	has_rating	7.4
144716	has_director	Tony Palmer
144734	has_genre	Comedy
144734	has_rating	null
144734	has_director	n
144734	has_director	u
144734	has_director	l
144734	has_director	l
144976	has_genre	Short
144976	has_rating	6.2
144976	has_director	Béla Tarr
145080	has_genre	Drama
145080	has_rating	6.3
145080	has_director	Grigoris Grigoriou
145150	has_genre	Adult
145150	has_rating	null
145150	has_director	Henri Pachard
145283	has_genre	Adult
145283	has_rating	null
145283	has_director	Bruce Seven
145418	has_genre	Comedy
145418	has_rating	6.7
145418	has_director	Cheol-su Park
145491	has_genre	Drama
145491	has_rating	6.4
145491	has_director	Giannis Dalianidis
145724	has_genre	Adult
145724	has_rating	6.4
145724	has_director	n
145724	has_director	u
145724	has_director	l
145724	has_director	l
145745	has_genre	Animation
145745	has_genre	Family
145745	has_genre	Short
145745	has_rating	7.0
145745	has_director	Lev Atamanov
145839	has_genre	Short
145839	has_rating	null
145839	has_director	n
145839	has_director	u
145839	has_director	l
145839	has_director	l
145935	has_genre	n
145935	has_genre	u
145935	has_genre	l
145935	has_genre	l
145935	has_rating	3.3
145935	has_director	Denney Pierce
145951	has_genre	Western
145951	has_rating	null
145951	has_director	Alan James
145994	has_genre	Adult
145994	has_rating	5.3
145994	has_director	Ron Jeremy
146024	has_genre	Adult
146024	has_rating	null
146024	has_director	Jane Waters
146028	has_genre	n
146028	has_genre	u
146028	has_genre	l
146028	has_genre	l
146028	has_rating	null
146028	has_director	Fred J. Lincoln
146210	has_genre	Adult
146210	has_genre	Comedy
146210	has_genre	Mystery
146210	has_rating	null
146210	has_director	Stuart Canterbury
146244	has_genre	Adult
146244	has_rating	null
146244	has_director	Stuart Canterbury
146309	has_genre	Drama
146309	has_genre	History
146309	has_genre	Thriller
146309	has_rating	7.3
146309	has_director	Roger Donaldson
146656	has_genre	Animation
146656	has_genre	Short
146656	has_rating	null
146656	has_director	Wallace A. Carlson
146662	has_genre	Documentary
146662	has_rating	null
146662	has_director	Anat Even
146682	has_genre	Comedy
146682	has_genre	Short
146682	has_rating	9.6
146682	has_director	Philip Pucci
146684	has_genre	Animation
146684	has_genre	Short
146684	has_genre	Comedy
146684	has_rating	null
146684	has_director	n
146684	has_director	u
146684	has_director	l
146684	has_director	l
146688	has_genre	Animation
146688	has_genre	Short
146688	has_genre	Comedy
146688	has_genre	Romance
146688	has_rating	5.4
146688	has_director	Paul Terry
146730	has_genre	Animation
146730	has_genre	Short
146730	has_rating	null
146730	has_director	Paul Terry
146986	has_genre	Animation
146986	has_genre	Short
146986	has_genre	Comedy
146986	has_rating	null
146986	has_director	Manny Gould
146986	has_director	Ben Harrison
147002	has_genre	Animation
147002	has_genre	Short
147002	has_rating	null
147002	has_director	n
147002	has_director	u
147002	has_director	l
147002	has_director	l
147142	has_genre	Drama
147142	has_rating	6.4
147142	has_director	Avi Nesher
147196	has_genre	Animation
147196	has_genre	Short
147196	has_rating	null
147196	has_director	Wladyslaw Nehrebecki
147250	has_genre	Musical
147250	has_genre	Comedy
147250	has_rating	null
147250	has_director	Juan José Ortega
147282	has_genre	Adult
147282	has_rating	null
147282	has_director	n
147282	has_director	u
147282	has_director	l
147282	has_director	l
147286	has_genre	Animation
147286	has_genre	Short
147286	has_rating	5.6
147286	has_director	Harry Bailey
147300	has_genre	Adult
147300	has_genre	Crime
147300	has_genre	Romance
147300	has_rating	null
147300	has_director	Mark Hunter
147326	has_genre	Adult
147326	has_rating	null
147326	has_director	Anita Thrill
147328	has_genre	Adult
147328	has_rating	null
147328	has_director	n
147328	has_director	u
147328	has_director	l
147328	has_director	l
147330	has_genre	Adult
147330	has_rating	null
147330	has_director	n
147330	has_director	u
147330	has_director	l
147330	has_director	l
147372	has_genre	Adult
147372	has_rating	5.9
147372	has_director	Steve Drake
147374	has_genre	Drama
147374	has_genre	Horror
147374	has_rating	4.7
147374	has_director	Sergio Grieco
147376	has_genre	Adult
147376	has_rating	5.2
147376	has_director	Mike Lamont
147378	has_genre	Adult
147378	has_rating	null
147378	has_director	n
147378	has_director	u
147378	has_director	l
147378	has_director	l
147380	has_genre	Animation
147380	has_genre	Short
147380	has_genre	Comedy
147380	has_genre	Family
147380	has_rating	null
147380	has_director	Paul Terry
147382	has_genre	Adult
147382	has_rating	7.5
147382	has_director	Charlie Diamond
147384	has_genre	Adult
147384	has_genre	Comedy
147384	has_rating	7.2
147384	has_director	Joseph W. Sarno
147410	has_genre	Adult
147410	has_rating	null
147410	has_director	Janus Rainer
147657	has_genre	Comedy
147657	has_genre	Musical
147657	has_rating	null
147657	has_director	Oswald Mitchell
147662	has_genre	n
147662	has_genre	u
147662	has_genre	l
147662	has_genre	l
147662	has_rating	null
147662	has_director	Lothar Lambert
147936	has_genre	Animation
147936	has_genre	Short
147936	has_genre	Sport
147936	has_rating	5.8
147936	has_director	Eddie Donnelly
148166	has_genre	Comedy
148166	has_genre	Romance
148166	has_rating	4.9
148166	has_director	Richard Zakka
148172	has_genre	Animation
148172	has_genre	Short
148172	has_genre	Comedy
148172	has_genre	Family
148172	has_rating	4.4
148172	has_director	Connie Rasinski
148238	has_genre	Animation
148238	has_genre	Short
148238	has_genre	Comedy
148238	has_rating	4.5
148238	has_director	Sid Marcus
148424	has_genre	Drama
148424	has_rating	null
148424	has_director	Fred LeRoy Granville
148482	has_genre	Adventure
148482	has_genre	Comedy
148482	has_genre	Crime
148482	has_genre	Family
148482	has_rating	3.3
148482	has_director	Paulette Victor-Lifton
148592	has_genre	Animation
148592	has_genre	Short
148592	has_rating	null
148592	has_director	Allen Rose
148626	has_genre	Animation
148626	has_genre	Family
148626	has_genre	Short
148626	has_genre	Comedy
148626	has_rating	5.8
148626	has_director	Alex Lovy
148632	has_genre	Animation
148632	has_genre	Comedy
148632	has_genre	Short
148632	has_genre	Family
148632	has_rating	6.6
148632	has_director	Connie Rasinski
148652	has_genre	Animation
148652	has_genre	Short
148652	has_genre	Comedy
148652	has_genre	Family
148652	has_genre	Fantasy
148652	has_rating	5.8
148652	has_director	Ub Iwerks
148652	has_director	Shamus Culhane
148652	has_director	Al Eugster
148667	has_genre	Documentary
148667	has_genre	Short
148667	has_rating	null
148667	has_director	Alberto Carles Blat
148671	has_genre	Crime
148671	has_genre	Musical
148671	has_rating	4.7
148671	has_director	James Seymour
148675	has_genre	Animation
148675	has_genre	Short
148675	has_rating	null
148675	has_director	Dave Tendlar
148709	has_genre	n
148709	has_genre	u
148709	has_genre	l
148709	has_genre	l
148709	has_rating	null
148709	has_director	n
148709	has_director	u
