actorId,awards
a0000379,"['Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', None, 'Nominee', 'Winner', 'Nominee', 'Winner', 'Nominee', None, 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Winner', 'Winner', None, 'Nominee', 'Winner', 'Winner', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Winner', 'Nominee', None, 'Nominee', 'Winner', 'Nominee', None, 'Nominee', None, 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', None, 'Winner', 'Winner', 'Nominee', 'Winner']"
a0684442,[]
a0319710,[]
a0489605,[]
a0422710,"['Nominee', 'Nominee', None, 'Nominee', None, 'Nominee', None, 'Nominee', None, 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner']"
a0150427,[]
a0091443,[]
a0582418,"['Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', None, None, 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Winner', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', None, 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Winner', 'Winner', 'Winner', 'Winner', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Winner', 'Winner', 'Winner', 'Winner', 'Winner', 'Nominee', 'Nominee', None, 'Winner', 'Nominee', None, None, 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', None, 'Nominee', 'Winner', 'Winner', 'Winner', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Winner']"
a0120410,[]
a0001652,"['Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner']"
a0580565,"['Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Winner']"
a0293589,"['Nominee', 'Winner', 'Nominee']"
a0001365,"['Nominee', 'Winner', 'Nominee', 'Winner', None, 'Winner', 'Nominee', 'Winner', None, None, 'Nominee', 'Winner', 'Nominee', None, 'Winner', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', None, 'Winner', 'Nominee', None, None, 'Nominee', None, 'Nominee', None, None, 'Winner', None, 'Nominee', 'Nominee', None, 'Nominee', 'Nominee', 'Nominee', 'Nominee', None, 'Winner', 'Nominee', None, None, 'Nominee', 'Winner', 'Nominee', None, 'Winner', 'Nominee', None, None, 'Nominee', 'Winner', None, 'Nominee', None, None, 'Winner', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Nominee', None, None, 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', None, None, 'Nominee', 'Winner', 'Nominee', None, 'Winner', 'Winner', 'Nominee', 'Winner', None, 'Nominee', 'Winner', 'Nominee', None, 'Nominee', 'Winner', 'Nominee', 'Nominee', None, 'Nominee']"
a0000473,"['Nominee', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Winner', 'Winner', None, 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Winner', 'Winner', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Winner', None, 'Nominee', 'Winner', 'Nominee', 'Nominee', None, 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Winner']"
a0582110,[]
a0956009,[]
a0640891,['Nominee']
a0776756,[]
a0003742,[]
a0404993,"['Nominee', 'Winner']"
a0000435,"['Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee']"
a0005375,"['Nominee', 'Nominee', 'Nominee']"
a0001815,"['Winner', 'Nominee']"
a0505239,[]
a0029460,[]
a0648011,[]
a0120783,[]
a0289177,[]
a0001372,"['Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', None, 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee']"
a0042963,[]
a2759735,[]
a0015233,[]
a0134852,[]
a0829121,[]
a0760254,[]
